wals_code	name	latitude	longitude	genus	family	countrycodes	features
yav	Yavapai	34.0	-113.333333333	Yuman	Hokan	US	comparative_constructions=3 Conjoined|finger_and_hand=2 Different|hand_and_arm=1 -|nominal_and_locational_predication=2 Identical|noun_phrase_conjunction=2 'And' identical to 'with'|predicative_adjectives=1 Verbal encoding|predicative_possession=5 'Have'|zero_copula_for_predicate_nominals=1 -
yay	Yay	22.4166666667	104.75	Kam-Tai	Tai-Kadai	VN	absence_of_common_consonants=1 All present|consonant-vowel_ratio=3 Average|consonant_inventories=3 -|front_rounded_vowels=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|nonperiphrastic_causative_constructions=1 Neither|order_of_adjective_and_noun=2 -|order_of_adverbial_subordinator_and_clause=1 -|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=2 -|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object_and_verb=2 VO|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|periphrastic_causative_constructions=1 -|position_of_tense-aspect_affixes=5 No tense-aspect inflection|presence_of_uncommon_consonants=5 'Th' sounds|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|syllable_structure=2 Moderately complex|tone=3 Complex tone system|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=4 Missing /g/|voicing_in_plosives_and_fricatives=1 -|vowel_quality_inventories=2 Average (5-6)
yaz	Yazgulyam	38.5	71.5	Iranian	Indo-European	TJ	antipassive_constructions=3 -|applicative_constructions=8 -|number_of_genders=1 -|other_roles_of_applied_objects=5 -|productivity_of_the_antipassive_construction=4 -|sex-based_and_non-sex-based_gender_systems=2 Sex-based|systems_of_gender_assignment=1 -
ybi	Yamphu	27.5833333333	87.3333333333	Mahakiranti	Sino-Tibetan	US	minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=1 Negative affix|order_of_adjective_and_noun=2 -|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|order_of_object_and_verb=1 OV|order_of_subject_and_verb=1 SV|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|postverbal_negative_morphemes=4 None|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|the_position_of_negative_morphemes_in_sov_languages=6 -
ych	Yup'ik (Chevak)	61.5	-165.75	Eskimo	Eskimo-Aleut	US	fixed_stress_locations=1 -|rhythm_types=4 -|weight-sensitive_stress=1 Left-edge: First or second|weight_factors_in_weight-sensitive_stress_systems=7 Combined
yct	Yucatec	20.0	-89.0	Mayan	Mayan	US	absence_of_common_consonants=1 All present|comitatives_and_instrumentals=1 Identity|consonant-vowel_ratio=3 -|consonant_inventories=3 -|finger_and_hand=2 -|front_rounded_vowels=1 -|glottalized_consonants=1 -|hand_and_arm=2 -|lateral_consonants=2 -|numeral_bases=3 Pure vigesimal|numeral_classifiers=1 -|perfective/imperfective_aspect=1 Grammatical marking|politeness_distinctions_in_pronouns=1 -|presence_of_uncommon_consonants=1 -|reduplication=1 Productive full and partial reduplication|the_future_tense=2 -|the_past_tense=4 -|the_perfect=4 No perfect|tone=1 -|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=2 Average (5-6)
yel	Yelî Dnye	-11.3666666667	154.166666667	Yele	Yele	PG	absence_of_common_consonants=3 No fricatives|alignment_of_verbal_person_marking=2 -|coding_of_nominal_plurality=7 Plural word|comitatives_and_instrumentals=2 Differentiation|consonant-vowel_ratio=4 Moderately high|consonant_inventories=5 Large|expression_of_pronominal_subjects=2 Subject affixes on verb|fixed_stress_locations=2 Initial|front_rounded_vowels=1 None|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 -|nonperiphrastic_causative_constructions=2 -|number_of_genders=1 None|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_genitive_and_noun=1 -|order_of_numeral_and_noun=1 -|order_of_object_and_verb=1 OV|order_of_person_markers_on_the_verb=1 -|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|passive_constructions=2 Absent|person_marking_on_adpositions=4 Pronouns and nouns|plurality_in_independent_personal_pronouns=4 Person-number stem|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=1 Tense-aspect prefixes|presence_of_uncommon_consonants=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|rhythm_types=1 Trochaic|sex-based_and_non-sex-based_gender_systems=1 -|syllable_structure=1 Simple|systems_of_gender_assignment=1 No gender|third_person_zero_of_verbal_person_marking=3 Zero in some 3sg forms|tone=1 No tones|uvular_consonants=1 None|verbal_person_marking=5 -|voicing_and_gaps_in_plosive_systems=1 Other|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=2 -|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 No weight
yey	Yeyi	-20.0	23.5	Bantoid	Niger-Congo	BW NA	'want'_complement_subjects=1 -|absence_of_common_consonants=1 -|consonant-vowel_ratio=5 High|consonant_inventories=3 -|front_rounded_vowels=1 None|glottalized_consonants=2 Ejectives only|lateral_consonants=3 Laterals, but no /l/, no obstruent laterals|occurrence_of_nominal_plurality=6 -|presence_of_uncommon_consonants=1 -|syllable_structure=2 Moderately complex|tone=2 Simple tone system|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=3 -|voicing_in_plosives_and_fricatives=4 In both plosives and fricatives|vowel_quality_inventories=2 Average (5-6)
yi	Yi	24.0	104.0	Burmese-Lolo	Sino-Tibetan	CN	minor_morphological_means_of_signaling_negation=4 None|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=2 -|order_of_object_and_verb=1 -|order_of_subject,_object_and_verb=1 -|order_of_subject_and_verb=1 SV|polar_questions=1 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=7 -|postverbal_negative_morphemes=4 None|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 -|sovneg_order=11 NoSOVNeg|the_position_of_negative_morphemes_in_sov_languages=3 -
yid	Yidiny	-17.0	145.75	Northern Pama-Nyungan	Pama-Nyungan	US	'when'_clauses=1 -|absence_of_common_consonants=1 -|adjectives_without_nouns=2 -|alignment_of_case_marking_of_full_noun_phrases=1 -|alignment_of_case_marking_of_pronouns=2 Nominative - accusative (standard)|alignment_of_verbal_person_marking=2 -|antipassive_constructions=3 -|applicative_constructions=5 Non-benefactive object; both bases|asymmetrical_case-marking=1 -|case_syncretism=1 -|coding_of_evidentiality=1 -|coding_of_nominal_plurality=2 -|conjunctions_and_universal_quantifiers=2 Formally similar, without interrogative|consonant-vowel_ratio=3 -|consonant_inventories=3 -|definite_articles=1 -|distance_contrasts_in_demonstratives=2 -|ditransitive_constructions:_the_verb_'give'=1 -|epistemic_possibility=3 -|exponence_of_selected_inflectional_formatives=1 Monoexponential case|exponence_of_tense-aspect-mood_inflection=1 monoexponential TAM|expression_of_pronominal_subjects=2 -|fixed_stress_locations=1 -|front_rounded_vowels=1 None|fusion_of_selected_inflectional_formatives=1 -|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|genitives,_adjectives_and_relative_clauses=6 -|glottalized_consonants=1 -|imperative-hortative_systems=1 Maximal system|inclusive/exclusive_distinction_in_independent_pronouns=3 -|inclusive/exclusive_distinction_in_verbal_inflection=1 No person marking|inclusive/exclusive_forms_in_pama-nyungan=2 -|indefinite_articles=5 -|indefinite_pronouns=1 -|lateral_consonants=2 -|minor_morphological_means_of_signaling_negation=4 -|negative_morphemes=2 Negative particle|negsov_order=4 -|nominal_and_locational_predication=1 -|nominal_and_verbal_conjunction=2 Differentiation|nonperiphrastic_causative_constructions=2 -|noun_phrase_conjunction=1 -|number_of_cases=1 -|number_of_genders=1 None|numeral_bases=1 -|numeral_classifiers=1 -|occurrence_of_nominal_plurality=6 -|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=2 -|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object,_oblique,_and_verb=1 -|order_of_object_and_verb=2 -|order_of_person_markers_on_the_verb=1 -|order_of_relative_clause_and_noun=1 -|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 -|other_roles_of_applied_objects=5 -|passive_constructions=1 -|periphrastic_causative_constructions=2 -|person_marking_on_adpositions=2 -|plurality_in_independent_personal_pronouns=4 -|polar_questions=1 -|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=7 SONegV|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 -|position_of_polar_question_particles=2 -|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 -|postverbal_negative_morphemes=4 -|predicative_adjectives=2 Nonverbal encoding|predicative_possession=5 -|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|presence_of_uncommon_consonants=1 -|preverbal_negative_morphemes=1 -|productivity_of_the_antipassive_construction=1 productive|purpose_clauses=3 Deranked|reciprocal_constructions=2 -|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=5 Other|relativization_on_subjects=2 Non-reduction|rhythm_types=1 -|semantic_distinctions_of_evidentiality=2 -|sex-based_and_non-sex-based_gender_systems=1 -|snegov_order=4 -|sonegv_order=8 -|sovneg_order=11 -|subtypes_of_asymmetric_standard_negation=7 -|syllable_structure=2 -|symmetric_and_asymmetric_standard_negation=3 -|syncretism_in_verbal_person/number_marking=1 No subject person/number marking|systems_of_gender_assignment=1 -|the_associative_plural=2 Unique affixal associative plural|the_morphological_imperative=1 -|the_optative=2 Inflectional optative absent|the_position_of_negative_morphemes_in_sov_languages=3 SONegV|the_prohibitive=2 -|the_velar_nasal=3 -|third_person_pronouns_and_demonstratives=1 -|third_person_zero_of_verbal_person_marking=2 -|tone=1 -|uvular_consonants=1 -|verbal_person_marking=5 -|voicing_and_gaps_in_plosive_systems=1 Other|voicing_in_plosives_and_fricatives=4 -|vowel_nasalization=2 -|vowel_quality_inventories=2 -|weight-sensitive_stress=8 -|weight_factors_in_weight-sensitive_stress_systems=1 -|zero_copula_for_predicate_nominals=1 -
yin	Yindjibarndi	-21.75	117.916666667	Western Pama-Nyungan	Pama-Nyungan	AU	coding_of_nominal_plurality=2 Plural suffix|comparative_constructions=3 Conjoined|definite_articles=3 Definite affix|expression_of_pronominal_subjects=5 Optional pronouns in subject position|fixed_stress_locations=1 No fixed stress|inclusive/exclusive_forms_in_pama-nyungan=2 Inclusive and exclusive differentiated|indefinite_pronouns=1 -|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsvo_order=4 No NegSVO|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=4 No dominant order|order_of_adverbial_subordinator_and_clause=4 Subordinating suffix|order_of_demonstrative_and_noun=1 -|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object,_oblique,_and_verb=6 -|order_of_object_and_verb=2 VO|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|polar_questions=1 Question particle|politeness_distinctions_in_pronouns=1 No politeness distinction|position_of_case_affixes=1 Case suffixes|position_of_interrogative_phrases_in_content_questions=1 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=2 SNegVO|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|position_of_polar_question_particles=2 Final|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|preverbal_negative_morphemes=1 NegV|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=5 Other|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=5 Other|rhythm_types=1 Trochaic|snegvo_order=1 -|svnego_order=7 -|svoneg_order=4 No SVONeg|the_position_of_negative_morphemes_in_svo_languages=2 SNegVO|weight-sensitive_stress=1 Left-edge: First or second|weight_factors_in_weight-sensitive_stress_systems=2 Long vowel
yir	Yir Yiront	-14.8333333333	141.833333333	Northern Pama-Nyungan	Pama-Nyungan	US	'want'_complement_subjects=1 -|comitatives_and_instrumentals=2 -|cultural_categories_of_languages_with_identity_of_'finger'_and_'hand'=1 Hunter-gatherers|ditransitive_constructions:_the_verb_'give'=2 Double-object construction|finger_and_hand=2 -|fixed_stress_locations=1 -|hand_and_arm=2 -|order_of_demonstrative_and_noun=2 -|reduplication=1 -|rhythm_types=5 No rhythmic stress|weight-sensitive_stress=8 -|weight_factors_in_weight-sensitive_stress_systems=1 -
ykn	Yakan	6.5	122.0	Sama-Bajaw	Austronesian	PH	green_and_blue=2 -|number_of_basic_colour_categories=7 11|number_of_non-derived_basic_colour_categories=7 -|red_and_yellow=1 Red vs. yellow
yko	Yukaghir (Kolyma)	65.75	150.833333333	Yukaghir	Yukaghir	RU	'want'_complement_subjects=1 -|'when'_clauses=3 Deranked|absence_of_common_consonants=1 All present|action_nominal_constructions=8 -|adjectives_without_nouns=2 -|alignment_of_case_marking_of_full_noun_phrases=2 Nominative - accusative (standard)|alignment_of_case_marking_of_pronouns=2 Nominative - accusative (standard)|alignment_of_verbal_person_marking=2 Accusative|asymmetrical_case-marking=1 -|case_syncretism=1 -|coding_of_evidentiality=1 -|coding_of_nominal_plurality=2 Plural suffix|comitatives_and_instrumentals=2 Differentiation|consonant-vowel_ratio=3 -|consonant_inventories=3 -|definite_articles=5 No definite or indefinite article|distance_contrasts_in_demonstratives=2 -|distributive_numerals=1 No distributive numerals|ditransitive_constructions:_the_verb_'give'=1 -|epistemic_possibility=3 -|expression_of_pronominal_subjects=2 Subject affixes on verb|fixed_stress_locations=1 -|front_rounded_vowels=1 -|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|genitives,_adjectives_and_relative_clauses=6 -|glottalized_consonants=1 -|imperative-hortative_systems=1 Maximal system|inclusive/exclusive_distinction_in_independent_pronouns=3 -|inclusive/exclusive_distinction_in_verbal_inflection=3 No inclusive/exclusive|indefinite_articles=5 -|indefinite_pronouns=1 -|lateral_consonants=2 -|locus_of_marking:_whole-language_typology=5 -|locus_of_marking_in_possessive_noun_phrases=4 No marking|locus_of_marking_in_the_clause=1 -|m-t_pronouns=2 M-T pronouns, paradigmatic|m_in_first_person_singular=1 -|m_in_second_person_singular=1 -|minor_morphological_means_of_signaling_negation=4 -|n-m_pronouns=1 -|negative_indefinite_pronouns_and_predicate_negation=1 Predicate negation also present|negative_morphemes=1 Negative affix|negsov_order=4 No NegSOV|nominal_and_locational_predication=1 Different|nominal_and_verbal_conjunction=1 -|nonperiphrastic_causative_constructions=2 -|noun_phrase_conjunction=1 -|number_of_cases=7 8-9 cases|number_of_genders=1 -|number_of_possessive_nouns=1 None reported|numeral_bases=1 -|numeral_classifiers=1 -|obligatory_possessive_inflection=2 -|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=2 -|order_of_adverbial_subordinator_and_clause=2 Final subordinator word|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=1 -|order_of_object_and_verb=2 -|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|ordinal_numerals=6 First, two-th, three-th|overlap_between_situational_and_epistemic_modal_marking=3 -|para-linguistic_usages_of_clicks=2 -|passive_constructions=1 -|perfective/imperfective_aspect=2 No grammatical marking|person_marking_on_adpositions=2 -|plurality_in_independent_personal_pronouns=7 Person stem + pronominal plural affix|polar_questions=1 -|politeness_distinctions_in_pronouns=1 No politeness distinction|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_polar_question_particles=6 No question particle|position_of_pronominal_possessive_affixes=2 Possessive suffixes|position_of_tense-aspect_affixes=2 -|possessive_classification=2 Two classes|postverbal_negative_morphemes=4 -|predicative_adjectives=1 Verbal encoding|predicative_possession=5 -|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|presence_of_uncommon_consonants=1 -|preverbal_negative_morphemes=2 [Neg-V]|pronominal_and_adnominal_demonstratives=2 Different stem|purpose_clauses=3 Deranked|reason_clauses=3 Deranked|reciprocal_constructions=2 Distinct from reflexive|reduplication=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|relativization_on_obliques=4 -|relativization_on_subjects=4 -|semantic_distinctions_of_evidentiality=2 -|sex-based_and_non-sex-based_gender_systems=1 -|situational_possibility=2 -|snegov_order=4 -|sonegv_order=8 -|sovneg_order=11 -|subtypes_of_asymmetric_standard_negation=3 A/Cat|suppletion_according_to_tense_and_aspect=4 None|suppletion_in_imperatives_and_hortatives=5 None (EQUALS no suppletive imperatives reported in the reference material)|syllable_structure=2 -|symmetric_and_asymmetric_standard_negation=3 -|syncretism_in_verbal_person/number_marking=3 -|systems_of_gender_assignment=1 No gender|the_associative_plural=1 -|the_future_tense=1 Inflectional future exists|the_morphological_imperative=1 Second singular and second plural|the_optative=2 -|the_past_tense=4 -|the_perfect=4 No perfect|the_position_of_negative_morphemes_in_sov_languages=5 SO[Neg-V]|the_prohibitive=2 -|the_velar_nasal=3 -|third_person_pronouns_and_demonstratives=1 -|third_person_zero_of_verbal_person_marking=2 -|tone=1 -|utterance_complement_clauses=2 Balanced/deranked|uvular_consonants=4 Uvular stops and continuants|verbal_number_and_suppletion=1 None|verbal_person_marking=5 -|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=2 In plosives alone|vowel_nasalization=2 Contrast absent|vowel_quality_inventories=2 Average (5-6)|weight-sensitive_stress=8 -|weight_factors_in_weight-sensitive_stress_systems=4 Long vowel or coda consonant|zero_copula_for_predicate_nominals=1 Impossible|zero_marking_of_a_and_p_arguments=2 Non-zero marking
ykp	Yukpa	10.1666666667	-72.75	Cariban	Cariban	VR CO	cultural_categories_of_languages_with_identity_of_'finger'_and_'hand'=1 -|finger_and_hand=2 -|hand_and_arm=1 Identical|the_velar_nasal=3 -|vowel_nasalization=2 -
ykt	Yakut	62.0	130.0	Turkic	Altaic	RU	absence_of_common_consonants=1 All present|coding_of_evidentiality=3 -|coding_of_nominal_plurality=2 -|comitatives_and_instrumentals=1 -|conjunctions_and_universal_quantifiers=2 -|consonant-vowel_ratio=2 -|consonant_inventories=3 -|distributive_numerals=4 -|front_rounded_vowels=2 -|glottalized_consonants=1 -|indefinite_pronouns=1 -|lateral_consonants=2 -|minor_morphological_means_of_signaling_negation=4 -|negative_indefinite_pronouns_and_predicate_negation=1 -|negative_morphemes=1 -|negsov_order=4 -|nominal_and_locational_predication=2 -|nonperiphrastic_causative_constructions=2 -|noun_phrase_conjunction=1 -|number_of_genders=1 -|numeral_bases=1 -|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=1 -|order_of_demonstrative_and_noun=1 -|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=4 -|order_of_object_and_verb=1 -|order_of_relative_clause_and_noun=2 -|order_of_subject,_object_and_verb=1 -|order_of_subject_and_verb=1 -|ordinal_numerals=4 -|plurality_in_independent_personal_pronouns=7 -|position_of_case_affixes=1 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=2 -|predicative_adjectives=2 -|predicative_possession=2 -|prefixing_vs._suffixing_in_inflectional_morphology=2 -|prenominal_relative_clauses=1 -|presence_of_uncommon_consonants=1 -|preverbal_negative_morphemes=4 -|reciprocal_constructions=2 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 -|semantic_distinctions_of_evidentiality=3 -|sex-based_and_non-sex-based_gender_systems=1 -|snegov_order=4 -|sonegv_order=8 -|sovneg_order=2 Suffix&NoDoubleNeg|syllable_structure=3 -|systems_of_gender_assignment=1 No gender|tea=1 -|the_optative=2 -|the_position_of_negative_morphemes_in_sov_languages=6 -|the_velar_nasal=2 -|tone=1 -|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=3 -|zero_copula_for_predicate_nominals=1 -
ylb	Yulparija	-21.0	124.0	Western Pama-Nyungan	Pama-Nyungan	AU	hand_and_arm=2 -|inclusive/exclusive_forms_in_pama-nyungan=1 No inclusive/exclusive opposition|number_of_genders=1 None|sex-based_and_non-sex-based_gender_systems=1 -|systems_of_gender_assignment=1 No gender
ymd	Yamdena	-7.5	131.5	Central Malayo-Polynesian	Austronesian	ID	fixed_stress_locations=6 -|rhythm_types=5 No rhythmic stress|the_velar_nasal=3 -|weight-sensitive_stress=8 -|weight_factors_in_weight-sensitive_stress_systems=1 -
yna	Yupik (Naukan)	66.0	-172.0	Eskimo	Eskimo-Aleut	RU	m-t_pronouns=3 -|m_in_first_person_singular=2 -|m_in_second_person_singular=2 m in second person singular|n-m_pronouns=1 -|plurality_in_independent_personal_pronouns=4 -
yng	Yingkarta	-25.1666666667	114.833333333	Western Pama-Nyungan	Pama-Nyungan	AU	adjectives_without_nouns=2 Without marking|definite_articles=3 Definite affix|ditransitive_constructions:_the_verb_'give'=3 Secondary-object construction|expression_of_pronominal_subjects=5 -|genitives,_adjectives_and_relative_clauses=4 -|inclusive/exclusive_forms_in_pama-nyungan=2 -|indefinite_pronouns=1 -|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsvo_order=4 No NegSVO|numeral_classifiers=1 -|occurrence_of_nominal_plurality=4 -|order_of_adjective_and_noun=2 -|order_of_demonstrative_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=1 -|order_of_object_and_verb=1 -|order_of_subject,_object_and_verb=7 -|order_of_subject_and_verb=1 -|polar_questions=6 -|position_of_case_affixes=1 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=21 -|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 -|position_of_polar_question_particles=6 -|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 -|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 -|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|snegvo_order=1 -|svnego_order=7 -|svoneg_order=4 -|the_morphological_imperative=4 -|the_position_of_negative_morphemes_in_svo_languages=2 -|the_prohibitive=1 Normal imperative + normal negative
ynk	Yankuntjatjara	-27.0	132.0	Western Pama-Nyungan	Pama-Nyungan	AU	'want'_complement_subjects=1 -|distance_contrasts_in_demonstratives=2 -|indefinite_pronouns=4 Mixed|nonperiphrastic_causative_constructions=2 -|pronominal_and_adnominal_demonstratives=1 -|reciprocal_constructions=4 -|reduplication=1 -|zero_marking_of_a_and_p_arguments=2 Non-zero marking
yns	Yansi	-3.83333333333	18.0	Bantoid	Niger-Congo	CD	order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=2 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_tense-aspect_affixes=1 Tense-aspect prefixes
yok	Yokuts (Yaudanchi)	36.0833333333	-119.083333333	Yokuts	Penutian	US	coding_of_nominal_plurality=2 Plural suffix|definite_articles=5 No definite or indefinite article|indefinite_articles=5 No definite or indefinite article|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 Negative particle|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=3 No dominant order|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object_and_verb=2 VO|order_of_subject,_object_and_verb=7 No dominant order|order_of_subject_and_verb=2 VS|polar_questions=1 Question particle|position_of_case_affixes=1 Case suffixes|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=21 Other|position_of_polar_question_particles=1 Initial|position_of_pronominal_possessive_affixes=4 No possessive affixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|the_position_of_negative_morphemes_in_verb-initial_languages=1 -|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 None|verb-initial_with_preverbal_negative=1 Separate word, no double negation	Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal
